IDEESS;Dirección;Horario;Rótulo;Margen;Tipo Venta;Remisión;Latitud;Longitud (WGS84);Municipio;C.P.;Provincia;CCAA
11491;CARRETERA A-5 KM. 5,000;L-D: 24H;REPSOL;D;P;dm;38,073750;-1,199778;Molina de Segura;30500;MURCIA;REGIÓN DE MURCIA
4155;CALLE ALDEBARAN (LA ESTRELLA, 30;L-D: 24H;IDS;N;P;OM;38,087639;-1,219278;Molina de Segura;30500;MURCIA;REGIÓN DE MURCIA
2105;AV. CIUDAD DEL TRANSPORTE, S/N;L-D: 24H;FROET-GAS;N;P;dm;38,077250;-1,223139;Molina de Segura;30500;MURCIA;REGIÓN DE MURCIA
13346;CALLE SOL (POLIGONO LA ESTRELLA), 10;L-D: 24H;CAPITRANS;D;P;dm;38,088722;-1,221417;Molina de Segura;30500;MURCIA;REGIÓN DE MURCIA
10670;CARRETERA CALASPARRA (DE) KM. 14,257;L-D: 06:00-22:30;E.S. SOMARES S.L.;D;P;dm;38,190583;-1,881833;Moratalla;30440;MURCIA;REGIÓN DE MURCIA
9419;DEL CANAL SN km 2;L-D: 24H;NINGUNO;D;R;dm;38,200444;-1,899750;Moratalla;30440;MURCIA;REGIÓN DE MURCIA
10655;CARRETERA CARAVACA KM. 47;L-D: 24H;E.S.HNOS.BLAZQUEZ SL;D;P;dm;38,183639;-1,890417;Moratalla;30440;MURCIA;REGIÓN DE MURCIA
4197;CARRETERA DE PLIEGO, S-Nº KM. 1;L-D: 24H;IBESSA;I;P;dm;38,027806;-1,499194;Mula;30170;MURCIA;REGIÓN DE MURCIA
10825;AUTOVIA DEL NOROESTE KM. 17;L-D: 06:00-22:00;LOS LLANOS II;D;P;dm;38,032944;-1,416278;Mula;30170;MURCIA;REGIÓN DE MURCIA
10824;AUTOVIA DEL NOROESTE KM. 17;L-D: 06:00-22:30;REPOSTANDO;I;P;dm;38,032722;-1,416528;Mula;30170;MURCIA;REGIÓN DE MURCIA
4233;CR C-415, 23;L: 06:00-22:00;REPSOL;D;P;dm;38,040972;-1,481361;Mula;30170;MURCIA;REGIÓN DE MURCIA
10050;CTRA.CARAVACA, S/N;L-D: 24H;FRUCIMU;D;P;dm;38,038472;-1,501000;Mula;30170;MURCIA;REGIÓN DE MURCIA
11868;CARRETERA CARAVACA KM. 32,320;L: 06:00-22:00;MGR EL NIÑO;D;P;dm;38,054472;-1,540639;Mula;30194;MURCIA;REGIÓN DE MURCIA
4160;AVENIDA AVENIDA DE LOS PINOS, 4;"L-V: 06:30-23:00; S-D: 07:00-23:00";REPSOL;D;P;dm;37,998083;-1,138889;Murcia;30009;MURCIA;REGIÓN DE MURCIA
10833;AVENIDA MARIANO ROJAS, 2;L-D: 24H;EUROPETROL;D;P;dm;37,999778;-1,143917;Murcia;30009;MURCIA;REGIÓN DE MURCIA
13630;AVENIDA CICLISTA MARIANO ROJAS, ESQ. AVDA. DR. PEDRO GUILLEN, S/N;L-D: 24H;BP PAGAN;D;P;OM;38,002250;-1,147861;Murcia;30009;MURCIA;REGIÓN DE MURCIA
4153;AVENIDA MIGUEL ANGEL CERVANTES, 106;"L-S: 08:00-22:00; D: 09:00-21:00";CARREFOUR;N;P;dm;38,000722;-1,143417;Murcia;30009;MURCIA;REGIÓN DE MURCIA
4163;AVENIDA CICLISTA MARIANO ROJAS, S.N.;L-D: 07:00-23:00;REPSOL;I;P;dm;38,000306;-1,144694;Murcia;30009;MURCIA;REGIÓN DE MURCIA
4229;AVENIDA MIGUEL DE CERVANTES, 50;L-D: 07:00-23:00;REPSOL;D;P;OM;37,996361;-1,142528;Murcia;30009;MURCIA;REGIÓN DE MURCIA
14854;CALLE ALCAINA  EN  ERA ALTA, 22;L-D: 24H;PLENOIL;D;P;dm;38,024222;-1,162639;Murcia;30100;MURCIA;REGIÓN DE MURCIA
12952;AVENIDA DON JUAN DE BORBÓN., S/N;L-D: 24H;CAMPSA EXPRESS;D;P;OM;38,018278;-1,136972;Murcia;30008;MURCIA;REGIÓN DE MURCIA
4220;AVENIDA RONDA LEVANTE, SN;L-D: 06:00-22:00;BP;I;P;dm;37,990778;-1,119639;Murcia;30008;MURCIA;REGIÓN DE MURCIA
8482;AVENIDA DE SANTIAGO, 86;L-D: 07:00-23:00;BP;D;P;dm;38,002333;-1,121472;Murcia;30007;MURCIA;REGIÓN DE MURCIA
4190;CALLE MOLINA DE SEGURA, S/N;"L-S: 08:00-22:00; D: 09:00-21:00";CARREFOUR;N;P;dm;37,992639;-1,111944;Murcia;30007;MURCIA;REGIÓN DE MURCIA
14404;AVENIDA MIGUEL INDURAIN, 85;L-D: 07:00-23:00;V2 GASOLINERAS;D;P;dm;37,997194;-1,112778;Murcia;30007;MURCIA;REGIÓN DE MURCIA
2189;PLAZA INGENIERO JUAN DE LA CIERVA, 3;L-D: 24H;CEPSA;N;P;OM;37,976583;-1,133472;Murcia;30002;MURCIA;REGIÓN DE MURCIA
2205;AVENIDA PRIMERO DE MAYO, PARCELA 7, POLIGONO 1-A, 7;L-D: 06:30-22:30;CEPSA;D;P;OM;37,990361;-1,118056;Murcia;30006;MURCIA;REGIÓN DE MURCIA
4180;CALLE MAYOR, 12;L-D: 07:00-21:00;GALP;N;P;dm;37,990778;-1,108583;Murcia;30006;MURCIA;REGIÓN DE MURCIA
11236;AV. JUANA JUGAN, 26 (CRUCE AV. MIGUEL INDURAIN);L-D: 24H;E.LECLERC INFANTE;N;P;dm;37,989667;-1,111000;Murcia;30006;MURCIA;REGIÓN DE MURCIA
2143;CARRETERA CN-340 KM. 665,00;L-D: 24H;REPSOL;D;P;dm;37,991694;-1,116583;Murcia;30006;MURCIA;REGIÓN DE MURCIA
4287;AVENIDA PRIMERO DE MAYO, S/N;L-D: 24H;REPSOL;D;P;dm;37,987639;-1,115417;Murcia;30006;MURCIA;REGIÓN DE MURCIA
4159;AVENIDA 1º DE MAYO,, 21;L-D: 06:30-22:30;REPSOL;I;P;dm;37,936583;-1,157750;Murcia;30006;MURCIA;REGIÓN DE MURCIA
8483;AVENIDA DON JUAN DE BORBON, S/N;"L-V: 08:00-13:00 y 17:00-19:00; S: 08:00-13:00";SHELL;N;P;OM;38,019806;-1,139694;Murcia;30001;MURCIA;REGIÓN DE MURCIA
11899;CARRETERA E-1 KM. 1;L: 07:00-22:30;BP;I;P;dm;37,971000;-1,148778;Murcia;30010;MURCIA;REGIÓN DE MURCIA
4295;CARRETERA DEL PALMAR KM. 69;L-D: 06:00-22:00;GALP;N;P;OM;37,971556;-1,136861;Murcia;30010;MURCIA;REGIÓN DE MURCIA
10758;CALLE LOPE DE VEGA, S/N;"L-S: 08:00-22:00; D: 09:00-21:00";CARREFOUR;N;P;dm;37,979833;-1,111806;Murcia;30011;MURCIA;REGIÓN DE MURCIA
12560;AGREGADO NARANJO, S/N;"L-V: 08:00-22:00; S-D: 09:00-14:00";REPSOL BUTANO;N;P;dm;37,973611;-1,116833;Murcia;30011;MURCIA;REGIÓN DE MURCIA
13479;AVENIDA DE LOS DOLORES, 3;L-D: 24H;POLIGAS;N;P;dm;37,976444;-1,112556;Murcia;30011;MURCIA;REGIÓN DE MURCIA
10558;AVD. REGION MURCIANA, 1;L-V: 09:00-14:00 y 17:00-20:00;SHELL;N;P;OM;37,981778;-1,111667;Murcia;30011;MURCIA;REGIÓN DE MURCIA
4189;C/ PROLONGACION CARRIL DE LA IGLESIA, S/N km CENTRO COMERCIAL M;L-S: 08:00-21:00;SHELL;N;P;OM;37,960306;-1,134583;Murcia;30012;MURCIA;REGIÓN DE MURCIA
14396;AVENIDA JUAN CARLOS I, 102;"L-V: 06:00-00:00; S-D: 07:00-00:00";LA HITA-JC1 MURCIA (SERV.ATENDIDO);D;P;dm;38,005806;-1,143556;Murcia;30100;MURCIA;REGIÓN DE MURCIA
4205;CARRETERA N-301 DESVIO ESPINARDO, KM. 389;"L-V: 06:00-23:00; S-D: 07:00-23:00";REPSOL;D;P;OM;38,000333;-1,144694;Murcia;30100;MURCIA;REGIÓN DE MURCIA
4206;CR  N-301 DESVIO ESPINARDO , P.K. 3;L-D: 24H;REPSOL;I;P;OM;38,005556;-1,144500;Murcia;30100;MURCIA;REGIÓN DE MURCIA
11835;PARQUE EMPRESARIAL THADER, 18;L-D: 07:00-23:00;THADER I;I;P;dm;38,031000;-1,145889;Murcia;30110;MURCIA;REGIÓN DE MURCIA
11078;AUTOPISTA A7 (C.C. NUEVA CONDOMINA) KM. 730;"L-S: 08:30-22:30; D: 10:00-19:00";GPS-NUEVA CONDOMINA;N;P;dm;38,041278;-1,150056;Murcia;30110;MURCIA;REGIÓN DE MURCIA
12284;AVENIDA DON JUAN DE BORBON, S/;L-D: 06:00-22:00;BP CHURRA;D;P;dm;38,018528;-1,137500;Murcia;30110;MURCIA;REGIÓN DE MURCIA
12101;AVENIDA DON JUAN DE BORBON, SN;L-D: 06:00-22:00;CEPSA;D;P;OM;38,024083;-1,142972;Murcia;30110;MURCIA;REGIÓN DE MURCIA
13866;AVENIDA VICTOR GARRIGOS  EN  CHURRA, 29;L-D: 24H;GASEXPRESS;N;P;dm;38,030389;-1,145500;Murcia;30110;MURCIA;REGIÓN DE MURCIA
2203;CARRETERA MU-4 KM. 4,5;"L-V: 07:00-19:00; S: 08:00-13:00";CABEZO GAS;D;P;dm;38,038806;-1,115944;Murcia;30110;MURCIA;REGIÓN DE MURCIA
4259;CARRETERA ALICANTE KM. 10;"L-V: 06:00-23:00; S: 06:30-23:00; D: 07:00-23:00";REPSOL;D;P;OM;38,042889;-1,085667;Murcia;30163;MURCIA;REGIÓN DE MURCIA
4186;CARRETERA R-340 KM. 3,15;L-D: 24H;BP;N;P;dm;38,045667;-1,092944;Murcia;30163;MURCIA;REGIÓN DE MURCIA
12875;CARRETERA CABEZO DE TORRES AL ESPARRAGAL KM. 6,2;L-D: 24H;24H;D;P;dm;38,047611;-1,088167;Murcia;30163;MURCIA;REGIÓN DE MURCIA
4167;CARRETERA N-340A KM. 673;L-D: 06:00-22:00;CEPSA;D;P;OM;38,051750;-1,076833;Murcia;30163;MURCIA;REGIÓN DE MURCIA
13627;AVENIDA DE LOS NARCISOS, 6;L-D: 24H;GASEXPRESS;D;P;dm;38,055083;-1,069750;Murcia;30163;MURCIA;REGIÓN DE MURCIA
13634;AVENIDA ALICANTE, S/N;L-D: 24H;PETROPRIX;N;P;dm;38,047139;-1,086639;Murcia;30163;MURCIA;REGIÓN DE MURCIA
4272;CARRETERA ALICANTE KM. 6,8;L-D: 06:30-22:00;PETROGO;I;P;dm;38,016639;-1,098278;Murcia;30160;MURCIA;REGIÓN DE MURCIA
4271;CARRETERA ALICANTE KM. 6;L-D: 24H;PETROGO;D;P;dm;38,016778;-1,098639;Murcia;30160;MURCIA;REGIÓN DE MURCIA
14383;CARRETERA ALICANTE KM. 155;L-D: 24H;GASEXPRESS;D;P;dm;38,008417;-1,104917;Murcia;30007;MURCIA;REGIÓN DE MURCIA
4181;CR F-2, 6;L-D: 06:30-22:00;PETROGO;I;P;dm;38,009917;-1,059139;Murcia;30161;MURCIA;REGIÓN DE MURCIA
14491;VEREDA VEREDA DE SOLIS, 26;L-D: 24H;GPS-PETRO PUENTE;D;P;dm;37,993000;-1,079250;Murcia;30161;MURCIA;REGIÓN DE MURCIA
4239;CR MU-303, 3.80 (MU-303 km 3,8);L-D: 06:30-22:00;PETROGO;I;P;dm;38,032333;-1,042028;Murcia;30139;MURCIA;REGIÓN DE MURCIA
2131;CR MU-603, 5,1 (MU-603 km 5,18);L-D: 06:00-22:00;REPSOL;D;P;dm;37,928694;-1,218583;Murcia;30833;MURCIA;REGIÓN DE MURCIA
13668;CARRETERA E-1 KM. 5,500;L-D: 06:00-22:00;V2 GASOLINERAS;D;P;dm;37,940833;-1,199722;Murcia;30833;MURCIA;REGIÓN DE MURCIA
4134;C/URUGUAY PARCELA 23/10 POLIGONO INDUSTRIAL OESTE;L-D: 24H;ALDIAUTO;N;P;dm;37,954972;-1,185028;Murcia;30169;MURCIA;REGIÓN DE MURCIA
9812;AVDA FCO SALZILLO PARC 26/12-C;L-D: 06:00-23:00;TRANSGALLEGO LOGISTIC SL;D;P;dm;37,950667;-1,188028;Murcia;30169;MURCIA;REGIÓN DE MURCIA
11925;AVENIDA FUENTE ALAMO, 1;L-D: 24H;FROET-GAS;D;P;dm;37,945778;-1,194639;Murcia;30169;MURCIA;REGIÓN DE MURCIA
2196;CARRETERA MU-611 KM. 3;"L-V: 06:00-22:00; S-D: 07:00-22:00";CEPSA;I;P;OM;37,950417;-1,175556;Murcia;30169;MURCIA;REGIÓN DE MURCIA
8485;CARRETERA MU-603 KM. 3,3;L-V: 08:00-14:00 y 17:00-19:00;SHELL;I;P;OM;37,934889;-1,196722;Murcia;30120;MURCIA;REGIÓN DE MURCIA
10257;CARRETERA MU-302 KM. 9,2;"L-V: 07:00-22:00; S-D: 08:00-22:00";GALP;N;P;dm;37,943278;-1,151333;Murcia;30120;MURCIA;REGIÓN DE MURCIA
10377;CTRA. DE MAZARRON, KM 2 PARCELA 18 DE MERCAMURCIA.;L-S: 06:00-22:30;OMEGA SANGONERA;I;P;dm;37,931944;-1,197833;Murcia;30120;MURCIA;REGIÓN DE MURCIA
4146;CTRA. DE MAZARRON (MU-302 km 2);L-D: 06:00-23:00;MEROIL, S.A.;N;P;dm;37,939000;-1,179000;Murcia;30120;MURCIA;REGIÓN DE MURCIA
2172;CARRETERA DE CARTAGENA KM. 401,2;L-D: 24H;REPSOL;D;P;OM;37,938639;-1,175528;Murcia;30120;MURCIA;REGIÓN DE MURCIA
2178;CARRETERA MU603 KM. 2;L-D: 24H;CAMPSA EXPRESS;I;P;OM;37,936639;-1,184222;Murcia;30120;MURCIA;REGIÓN DE MURCIA
2136;PG INDTRL.OESTE S.GINES PARC., 29;L-D: 24H;CAMPSA EXPRESS;D;P;OM;37,952639;-1,183306;Murcia;30120;MURCIA;REGIÓN DE MURCIA
4231;AVENIDA PRIMERO DE MAYO, 95;L-D: 06:30-22:30;REPSOL;I;P;OM;37,936667;-1,157806;Murcia;30120;MURCIA;REGIÓN DE MURCIA
14686;CALLE PICO EL RELOJERO, POL. IND. EL MAYAYO, S/N, CTRA. EL PALMAR-MAZARRÓN, S/N;L-V: 09:00-14:00 y 16:00-19:00;HNOS TERRES;N;P;dm;37,935694;-1,177833;Murcia;30120;MURCIA;REGIÓN DE MURCIA
14586;CALLE FEDERICO GARCIA LORCA, 26;L-D: 24H;BASER TOTAL;D;P;dm;37,942861;-1,163833;Murcia;30120;MURCIA;REGIÓN DE MURCIA
14430;CAMINO PALOMA, S/N;L-D: 07:00-23:00;BP MONTEVIDA;D;P;OM;37,937667;-1,150750;Murcia;30150;MURCIA;REGIÓN DE MURCIA
2184;CL MU-4F CR.SANTA CATALINA, 2;L-D: 06:00-22:00;REPSOL;I;P;OM;37,946472;-1,133000;Murcia;30150;MURCIA;REGIÓN DE MURCIA
15070;CALLE SANTA CATALINA, 6;L-D: 24H;PLENOIL;D;P;dm;37,946389;-1,132389;Murcia;30151;MURCIA;REGIÓN DE MURCIA
4178;MU-302 km 3,9;L-D: 06:00-22:00;GALP;N;P;OM;37,943250;-1,118583;Murcia;30157;MURCIA;REGIÓN DE MURCIA
4182;AVENIDA REGION MURCIANA, 140;L-D: 06:00-22:00;GALP;N;P;OM;37,982639;-1,096111;Murcia;30011;MURCIA;REGIÓN DE MURCIA
4194;CALLE MAYOR, 77;L-D: 6:00-22:00;EL LIMONAR;I;P;dm;37,989722;-1,197528;Murcia;30158;MURCIA;REGIÓN DE MURCIA
4244;CARRETERA MU-300 KM. 4,8;L-D: 06:00-22:00;REPSOL;I;P;OM;37,982944;-1,076750;Murcia;30570;MURCIA;REGIÓN DE MURCIA
2181;CARRETERA SAN JAVIER KM. 45;L: 06:30-22:30;REPSOL;I;P;dm;37,977194;-1,064222;Murcia;30579;MURCIA;REGIÓN DE MURCIA
4215;CARRETERA SAN JAVIER KM. 10,4;L-D: 06:00-22:00;BP LOS RAMOS;N;P;dm;37,996194;-1,028361;Murcia;30589;MURCIA;REGIÓN DE MURCIA
2175;CALLE INOCENCIO MESEGUER MESEGUER, 8;L-D: 06:00-22:00;ALQ;D;P;dm;38,017417;-1,036694;Murcia;30580;MURCIA;REGIÓN DE MURCIA
2106;CARRETERA CAMINO DEL REGUERON KM. 4;L-D: 24H;EL MERLA;N;P;dm;38,007806;-1,024000;Murcia;30580;MURCIA;REGIÓN DE MURCIA
2176;AUTOVIA AUTOVIA DEL NOROESTE KM. 8;L-D: 06:00-22:00;REPSOL;D;P;dm;38,007389;-1,337694;Murcia;30837;MURCIA;REGIÓN DE MURCIA
2177;AUTOVIA AUTOVIA DEL NOROESTE KM. 8;L-D: 24H;REPSOL;I;P;dm;38,006639;-1,338028;Murcia;30837;MURCIA;REGIÓN DE MURCIA
2186;CARRETERA TORRES DE COTILLAS KM. 2,0;L-D: 06:00-22:00;REPSOL;D;P;OM;37,981861;-1,219444;Murcia;30832;MURCIA;REGIÓN DE MURCIA
2140;CR N-344, 4;L-D: 06:00-22:00;PETRONOR;I;P;OM;38,009500;-1,222556;Murcia;30832;MURCIA;REGIÓN DE MURCIA
4250;AVENIDA JERONIMOS  EN  GUADALUPE, 160;L-D: 07:00-22:00;REPSOL;D;P;OM;37,995639;-1,176611;Murcia;30107;MURCIA;REGIÓN DE MURCIA
14100;AVENIDA COSTERA NORTE ZU ÑR3, S/N;L: 07:00-22:00;LA NORIA;N;P;dm;37,997750;-1,184694;Murcia;30107;MURCIA;REGIÓN DE MURCIA
4254;CARRETERA CR N-340 KM. 655,5;L-V: 08:00-20:00;REPSOL;D;P;OM;37,972389;-1,177944;Murcia;30166;MURCIA;REGIÓN DE MURCIA
13478;AVENIDA DE LORCA, 206;"L-V: 08:30-14:00 y 15:30-19:30; S: 08:30-14:00";TRANSPORTES LAS MARAVILLAS;N;P;dm;37,948083;-1,259583;Murcia;30835;MURCIA;REGIÓN DE MURCIA
11583;CARRETERA RONDA SUR KM. 107;L-D: 06:00-22:00;CEPSA;I;P;dm;37,965167;-1,140389;Murcia;30152;MURCIA;REGIÓN DE MURCIA
13272;CARRETERA SAN GINÉS A ERA ALTA, POLÍGONO 176, PARCELA 192 KM. S/N;L-D: 07:00-22:00;NATURGY;I;P;dm;37,962333;-1,169667;Murcia;30168;MURCIA;REGIÓN DE MURCIA
4161;CAMINO CAMINO DEL BADEN, 174;L-D: 06:30-22:30;REPSOL;D;P;dm;37,967750;-1,158500;Murcia;30168;MURCIA;REGIÓN DE MURCIA
2185;CARRETERA FUENTE ALAMO KM. 7;L-D: 06:00-22:00;REPSOL;I;P;dm;37,779028;-1,131667;Murcia;30153;MURCIA;REGIÓN DE MURCIA
2191;CARRETERA AUTOVIA DEL MAR MENOR- CR C-3319 KM 4,1 KM. 4,1;L: 06:30-23:00;LA HITA-EL VALLE;D;P;dm;37,858056;-1,078528;Murcia;30155;MURCIA;REGIÓN DE MURCIA
8118;CTRA. SAN JAVIER km 1,3;L-D: 06:00-22:00;AIREMAR II;I;P;dm;37,869139;-1,104361;Murcia;30155;MURCIA;REGIÓN DE MURCIA
2152;CARRETERA N-301 KM. 410;L-D: 24H;REPSOL;D;P;dm;37,869944;-1,130028;Murcia;30155;MURCIA;REGIÓN DE MURCIA
4261;AUTOVIA A.30 KM. 408,5;L-D: 24H;REPSOL;I;P;dm;37,885444;-1,136361;Murcia;30155;MURCIA;REGIÓN DE MURCIA
9795;AVENIDA CONSTITUCION, 38;"L-S: 06:00-20:00; D: 07:00-15:00";CEPSA;N;P;dm;37,891306;-0,943611;Murcia;30590;MURCIA;REGIÓN DE MURCIA
10730;CARRETERA NACIONAL 301 KM. 389;"L-V: 06:00-22:00; S-D: 07:00-22:00";BP OMEGA ESPINARDO;I;P;dm;38,018806;-1,159500;Murcia;30100;MURCIA;REGIÓN DE MURCIA
12877;POLIGONO EL TIRO, 72;L-D: 24H;PETROPAY;D;P;OM;38,020333;-1,163444;Murcia;30100;MURCIA;REGIÓN DE MURCIA
2113;SAN JAVIER km 1,2;L-D: 24H;AIREMAR I;D;P;dm;37,867139;-1,107194;Murcia;30153;MURCIA;REGIÓN DE MURCIA
2135;CARRETERA CAMINO DE TIÑOSA,45 KM. 1,4;L: 06:00-22:00;PETRONOR;I;P;OM;37,965528;-1,094500;Murcia;30011;MURCIA;REGIÓN DE MURCIA
4267;CARRETERA N-301 KM. 388;L-D: 24H;REPSOL;I;P;OM;38,020417;-1,160694;Murcia;30100;MURCIA;REGIÓN DE MURCIA
11552;CARRETERA MADRID KM. 388,200;L-D: 06:00-22:00;V2 GASOLINERAS;D;P;dm;38,027694;-1,171028;Murcia;30100;MURCIA;REGIÓN DE MURCIA
4198;CR L-2F *PUENTE TOCINOS*, 5;L-D: 06:00-22:00;REPSOL;D;P;OM;37,999806;-1,082000;Murcia;30015;MURCIA;REGIÓN DE MURCIA
2171;CR N-340  A, 646;L-D: 06:00-22:00;REPSOL;D;P;OM;37,938583;-1,268889;Murcia;30835;MURCIA;REGIÓN DE MURCIA
11131;AVENIDA DE LORCA, 174;L-D: 24H;IDS;D;P;OM;37,950722;-1,247889;Murcia;30835;MURCIA;REGIÓN DE MURCIA
2127;CARRETERA N-340A KM. 646,9;L-D: 24H;CEPSA;I;P;OM;37,947083;-1,255944;Murcia;30835;MURCIA;REGIÓN DE MURCIA
2148;CARRETERA E-15/A-7/N-340 KM. 648;L-D: 24H;BP LA PAZ;N;P;OM;37,957889;-1,253528;Murcia;30835;MURCIA;REGIÓN DE MURCIA
11858;CALLE RÍO SECO, 99;L-D: 24H;E.LECLERC HIPERMERCADO;N;P;dm;37,956667;-1,216778;Murcia;30835;MURCIA;REGIÓN DE MURCIA
2108;CARRETERA N-301A KM. 395,000;L-D: 24H;BP LOS ARCOS;D;P;dm;37,949556;-1,156389;Murcia;30120;MURCIA;REGIÓN DE MURCIA
2198;AUTOVIA A-30 KM. 413,9;"L-V: 06:00-21:00; S-D: 07:00-15:00";CEPSA;D;P;dm;37,843167;-1,106861;Murcia;30155;MURCIA;REGIÓN DE MURCIA
4293;P.I. Infante - Ronda Sur;L-D: 06:30-22:30;GALP;N;P;OM;37,979778;-1,113917;Murcia;30500;MURCIA;REGIÓN DE MURCIA
9334;DISEMINADO CARRETERA DE MULA, 4;L-D: 24H;LA VEGA DE PLIEGO;D;P;dm;37,995472;-1,507139;Pliego;30176;MURCIA;REGIÓN DE MURCIA
4179;CTRA. A LORCA km 0,6;L: 06:30-21:30;SUMINISTROS PLIEGO S.L;N;P;dm;37,985472;-1,513306;Pliego;30176;MURCIA;REGIÓN DE MURCIA
8120; POL. IND. DESCANSO   PARKING DE CAMIONES, ;L-D: 24H;PARKING DE CAMIONES;N;P;dm;37,584250;-1,783361;Puerto Lumbreras;30890;MURCIA;REGIÓN DE MURCIA
14498;AVENIDA JUAN CARLOS I, 92,94,96;L-D: 24H;LIBRESOIL;D;P;dm;37,572167;-1,798083;Puerto Lumbreras;30890;MURCIA;REGIÓN DE MURCIA
9472;CTRA. DE LA ESTACION km 4;L-V: 08:00-20:00;ALIMER;D;R;dm;37,566629;-1,765887;Puerto Lumbreras;30890;MURCIA;REGIÓN DE MURCIA
4225;CR N-340   A, 578,2;L-D: 06:00-22:00;REPSOL;D;P;OM;37,568778;-1,801861;Puerto Lumbreras;30890;MURCIA;REGIÓN DE MURCIA
4193;CARRETERA N-340 KM. 583,2;L-D: 24H;CEPSA;I;P;OM;37,575694;-1,800833;Puerto Lumbreras;30890;MURCIA;REGIÓN DE MURCIA
8960;POLIGONO ALEMANIA, 29;"L-V: 08:00-14:30 y 16:30-20:30; S: 09:00-13:00";GLH - GARAJE LA HOYA;D;P;dm;37,587111;-1,780194;Puerto Lumbreras;30890;MURCIA;REGIÓN DE MURCIA
4252;CR D-11, 10;L: 06:00-22:00;CAMPSA;D;P;OM;37,581778;-1,734417;Puerto Lumbreras;30891;MURCIA;REGIÓN DE MURCIA
14090;AVENIDA BALSICAS, DE, 47;L-D: 24H;PLENOIL;I;P;dm;37,806083;-0,843389;San Javier;30730;MURCIA;REGIÓN DE MURCIA
8992;AUTOVIA SAN JAVIER-SUCINA KM. 35,9;L-D: 24H;EL PORRAS;D;P;dm;37,852472;-0,879944;San Javier;30730;MURCIA;REGIÓN DE MURCIA
15111;CALLE ISLA GRACIOSA, 1;L: 24H;PLENOIL;D;P;dm;37,805972;-0,843417;San Javier;30730;MURCIA;REGIÓN DE MURCIA
14096;CALLE MALLORCA, 21;L-D: 24H;GASEXPRESS;D;P;dm;37,795028;-0,838361;San Javier;30730;MURCIA;REGIÓN DE MURCIA
9553;AVENIDA TARQUINALES, 16;L-S: 08:00-20:00;S.A.T. SAN CAYETANO;I;R;dm;37,817583;-0,890944;San Javier;30730;MURCIA;REGIÓN DE MURCIA
4246;PLAZA CHICA, 3;L-D: 06:00-23:00;CEPSA;I;P;OM;37,805333;-0,838333;San Javier;30730;MURCIA;REGIÓN DE MURCIA
4284;CL CRTA. DE BALSICAS, 64;L-D: 06:30-22:30;REPSOL;D;P;OM;37,806278;-0,844139;San Javier;30730;MURCIA;REGIÓN DE MURCIA
4294;N-332 km 33,150;L-D: 07:00-22:00;GASOLINERA SAN JAVIER;N;P;OM;37,811056;-0,828806;San Javier;30730;MURCIA;REGIÓN DE MURCIA
4151;CARRETERA CTRA.N-332 KM. 34;"L-S: 08:00-22:00; D: 09:00-22:00";CARREFOUR;N;P;dm;37,824889;-0,813917;San Javier;30730;MURCIA;REGIÓN DE MURCIA
13384;AVENIDA PINATAR, 20;L-D: 24H;RHR ;D;P;dm;37,816917;-0,819000;San Javier;30730;MURCIA;REGIÓN DE MURCIA
4214;AVENIDA GRAN VIA, SN;L-D: 07:00-22:00;REPSOL;I;P;OM;37,673500;-0,730861;San Javier;30370;MURCIA;REGIÓN DE MURCIA
