IDEESS;Dirección;Horario;Rótulo;Margen;Tipo Venta;Remisión;Latitud;Longitud (WGS84);Municipio;C.P.;Provincia;CCAA
10467;AVENIDA ALICANTE, 79;"L-V: 06:00-22:00; S-D: 07:00-22:00";BP;N;P;dm;38,388472;-0,511833;San Vicente del Raspeig/Sant Vicent del Raspeig;03690;ALICANTE;COMUNIDAD VALENCIANA
3678;AVENIDA MIGUEL HERNANDEZ, S/N;L-D: 24H;REPSOL;D;P;dm;38,411889;-0,421472;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
3679;AVENIDA MIGUEL HERNANDEZ, S/N;L-D: 24H;REPSOL;I;P;dm;38,412972;-0,421306;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
14267;AVENIDA BENIDORM, 23;L-D: 24H;PLENOIL;D;P;dm;38,397833;-0,430028;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
1950;CARRETERA DE VALENCIA KM. 89;L-D: 24H;CARREFOUR;N;P;dm;38,408139;-0,424306;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
14542;CALLE DIAGONAL, 15;L-D: 24H;PETROPRIX;N;P;dm;38,397250;-0,430528;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
10385;AVENIDA MUCHAMIEL, 8;"L-J: 06:00-23:00; V: 06:00-00:00; S: 07:00-00:00; D: 07:00-23:00";REPSOL;N;P;OM;38,406944;-0,439333;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
13924;CARRETERA N-332 KM. 116,7;L-D: 24H;PETROPRIX;N;P;dm;38,413139;-0,420528;Sant Joan d'Alacant;03550;ALICANTE;COMUNIDAD VALENCIANA
12019;ZONA PORTUARIA, 35;L-D: 24H;COFRADÍA DE PESCADORES;D;P;dm;38,187611;-0,558611;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
3652;CARRETERA N-332 KM. 87,8;L-D: 00:00-23:59;CEPSA;D;P;OM;38,199444;-0,568667;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
3557;CR N-332, 93,5;L-D: 24H;REPSOL;D;P;OM;38,235389;-0,549972;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
12777;CALLE LOS MARINEROS, 1;L-D: 24H;POLAGAS;D;P;dm;38,208806;-0,578750;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
13156;CARRETERA ELCHE SANTA POLA CRUCE C/LEVANTE 2 KM. S/N;L-D: 06:30-22:30;SANTA POLA;N;P;dm;38,197250;-0,562250;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
14318;CARRETERA ELCHE SANTA POLA KM. 34;L-D: 24H;PLENOIL;D;P;dm;38,199222;-0,567139;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
12768;AVENIDA FINLANDIA, 17;L-D: 24H;LOW COST;N;P;dm;38,233250;-0,550833;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
14239;CARRETERA SANTA POLA KM. 21;L-D: 24H;VCC SANTA POLA;D;P;dm;38,199139;-0,567583;Santa Pola;03130;ALICANTE;COMUNIDAD VALENCIANA
3428;AUTOVIA A-31 KM. 196,500;L-D: 06:00-22:00;CEPSA;D;P;OM;38,532667;-0,808167;Sax;03630;ALICANTE;COMUNIDAD VALENCIANA
3447;AUTOVIA A-31 KM. 191,100;L-D: 06:00-02:00;CEPSA;I;P;OM;38,573556;-0,838750;Sax;03630;ALICANTE;COMUNIDAD VALENCIANA
12060;AUTOVIA A-31 KM. 191;L-D: 06:00-22:00;CEPSA;D;P;OM;38,572861;-0,839750;Sax;03630;ALICANTE;COMUNIDAD VALENCIANA
3699;PASAJE DE LAS SUERTES, S.N.;L-D: 06:00-22:00;REPSOL;D;P;OM;38,535000;-0,810722;Sax;03630;ALICANTE;COMUNIDAD VALENCIANA
3521;POLIGONO C/ ELS GREMIS, 25;"L-S: 06:00-22:00; D: 08:00-22:00";REPSOL;D;P;OM;38,729361;0,092111;Teulada;03725;ALICANTE;COMUNIDAD VALENCIANA
3553;CARRETERA TEULADA-CALPE KM. 6,5;L-D: 06:00-22:00;REPSOL;I;P;OM;38,689806;0,134806;Teulada;03724;ALICANTE;COMUNIDAD VALENCIANA
12134;CARRETERA CV-743 KM. 4;L-D: 07:00-23:00;CEPSA;I;P;OM;38,712056;0,130194;Teulada;03724;ALICANTE;COMUNIDAD VALENCIANA
7982;A-7 km 17;L-D: 06:30-22:00;BP;D;P;dm;38,498222;-0,603167;Tibi;03109;ALICANTE;COMUNIDAD VALENCIANA
3551;CL APOLO 74;L-D: 06:30-23:00;BP OIL ESPAÑA;N;P;dm;37,983056;-0,679278;Torrevieja;03182;ALICANTE;COMUNIDAD VALENCIANA
9262;CALLE ORIHUELA, 90;L-D: 06:30-22:00;BP OIL ESPAÑA;D;P;dm;37,983333;-0,685944;Torrevieja;03182;ALICANTE;COMUNIDAD VALENCIANA
3730;CALLE APOLO, 107;"L-V: 07:00-19:00; S: 08:00-13:00";THADEROIL;N;P;dm;37,984444;-0,679611;Torrevieja;03182;ALICANTE;COMUNIDAD VALENCIANA
13524;AVENIDA ROSA MAZÓN VALERO, SN;L-D: 24H;E.LECLERC;D;P;dm;37,991056;-0,680222;Torrevieja;03181;ALICANTE;COMUNIDAD VALENCIANA
1959;CARRETERA CTRA CREVILLENTE S/N KM. KM 3;L-D: 24H;Q8;N;P;dm;37,999000;-0,690111;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
1944;CALLE VIAL DE RONDA, S/N;L-D: 24H;GRUPO MARMESA;N;P;dm;37,984694;-0,680111;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
3434;CARRETERA N-332 KM. 63,3;L-D: 06:00-22:00;CEPSA;D;P;dm;38,023167;-0,656889;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
3524;CL AVDA. ALFREDO NOBEL, 195;"L-V: 07:00-21:00; S-D: 09:00-21:00";REPSOL;I;P;OM;37,996028;-0,655833;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
10872;AVENIDA CORTES VALENCIANAS, SN;L-D: 07:00-22:00;REPSOL;I;P;OM;38,002056;-0,669667;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
3688;CARRETERA CV-905 KM. 10,1;L-D: 05:00-00:00;REPSOL;D;P;OM;37,988333;-0,687333;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
3468;AVENIDA DOCTOR GREGORIO MARAÑÓN, 14;L-D: 06:00-22:00;CEPSA;I;P;dm;37,977278;-0,687444;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
1949;CARRETERA CREVILLENTE KM. 34,400;L-D: 24H;CARREFOUR;N;P;dm;37,992194;-0,688194;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
14781;CARRETERA CV-905 KM. 10,1;L-D: 06:00-22:00;E.S. LAS SALINAS;D;P;dm;37,987361;-0,687472;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
8385;CALLE TIZIANO, 5;L: 24H;PARTICULAR;N;P;dm;37,989750;-0,675139;Torrevieja;03180;ALICANTE;COMUNIDAD VALENCIANA
15153;CALLE OBENQUE, 1;L-D: 24H;GM OIL TORREVIEJA;D;P;dm;37,992167;-0,679556;Torrevieja;03183;ALICANTE;COMUNIDAD VALENCIANA
15140;AVENIDA DELFINA VIUDES, S/N;L-D: 24H;PLENOIL;D;P;dm;37,991139;-0,680694;Torrevieja;03183;ALICANTE;COMUNIDAD VALENCIANA
13646;AVENIDA DE LAS CORTES VALENCIANAS, SN;L-D: 24H;.ES CARBURANTES;D;P;dm;37,993528;-0,673667;Torrevieja;03183;ALICANTE;COMUNIDAD VALENCIANA
12920;AVENIDA CORTES VALENCIANAS, 74;L-D: 07:00-23:00;V2 GASOLINERAS;D;P;dm;37,992278;-0,674417;Torrevieja;03183;ALICANTE;COMUNIDAD VALENCIANA
15163;CALLE JOVEN TRINIDAD,, 11;L: 24H;PLENOIL ;D;P;dm;37,987944;-0,676806;Torrevieja;03183;ALICANTE;COMUNIDAD VALENCIANA
12168;AVENIDA CORTES VALENCIANAS, 60;L-D: 06:00-22:00;REPSOL;N;P;dm;37,991361;-0,674944;Torrevieja;03183;ALICANTE;COMUNIDAD VALENCIANA
13413;CALLE AVILES, 4;L-D: 24H;GASEXPRESS;I;P;dm;38,020167;-0,704556;Torrevieja;03184;ALICANTE;COMUNIDAD VALENCIANA
15175;CALLE JOSE LORCA GARCIA, 7;L-D: 24H;PLENOIL;D;P;dm;37,999333;-0,692333;Torrevieja;03184;ALICANTE;COMUNIDAD VALENCIANA
13682;CALLE CLAUDIO TOLOMEO, 2;L-D: 24H;QUALITY OIL;D;P;dm;37,962167;-0,705139;Torrevieja;03185;ALICANTE;COMUNIDAD VALENCIANA
10875;CARRETERA CV-95 KM. 2;L-D: 07:00-00:00;REPSOL;I;P;OM;37,963194;-0,715222;Torrevieja;03186;ALICANTE;COMUNIDAD VALENCIANA
15189;AVENIDA DENIA, S/N;L-D: 24H;BP CORONELITA;N;P;dm;37,968889;-0,743222;Torrevieja;03186;ALICANTE;COMUNIDAD VALENCIANA
8350;AVENIDA VALENCIA, 50;L-D: 24H;PETROESPAÑA;N;P;dm;38,855278;0,000306;Verger (el);03770;ALICANTE;COMUNIDAD VALENCIANA
13522;PARTIDA TORRES NORTE, 31;L-D: 24H;PETROLAVILA;D;P;dm;38,521556;-0,199139;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
3744;AUTOPISTA AP-7 (MRG.DCHO.) KM. 655,4;L-D: 24H;CEPSA;D;P;OM;38,535972;-0,202250;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
3717;AUTOPISTA AP-7 (MRG.IZDO.) KM. 655,4;L-D: 24H;CEPSA;I;P;OM;38,534694;-0,207083;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
3581;AVENIDA AVENIDA PAIS VALENCIA, S.N.;L-D: 24H;REPSOL;D;P;OM;38,506972;-0,229222;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
3423;CARRETERA N-332 KM. 135,5;L-D: 06:00-22:00;CEPSA;D;P;dm;38,499028;-0,252000;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
14751;POLIGONO PP-33, PARCELA 15, S/N;L-D: 24H;SUMINISTROS HERMANOS HT;N;P;dm;38,524361;-0,198389;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
3544;CARRETERA N-332 KM. 139,2;L-D: 06:00-22:00;CEPSA;I;P;dm;38,516722;-0,210694;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
12830;CALLE MARINERS DE LA VILAJOIOSA, 2;L-D: 24H;GASEXPRESS;N;P;dm;38,530917;-0,171917;Villajoyosa/Vila Joiosa (la);03570;ALICANTE;COMUNIDAD VALENCIANA
3640;AUTOVIA ALICANTE-MADRID KM. 59;L-D: 06:00-22:00;BP ;N;P;dm;38,670306;-0,888056;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
3592;AUTOVIA ALICANTE KM. 53;"L-V: 07:00-00:00; S: 07:00-17:00; D: 07:00-00:00";REPSOL;D;P;OM;38,618444;-0,848417;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
3591;CARRETERA ALICANTE KM. 53;L-D: 06:00-22:00;REPSOL;I;P;OM;38,618083;-0,848972;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
3590;CARRETERA CARRETERA DE YECLA KM. 1;L-D: 06:00-22:00;REPSOL;D;P;OM;38,635889;-0,870667;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
3687;CL AVENIDA ALICANTE, 22;L-D: 06:00-22:00;REPSOL;D;P;OM;38,629806;-0,856333;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
9276;CARRETERA N-330 KM. 68;L-D: 06:00-02:00;BP OIL;I;P;dm;38,729028;-0,938250;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
3411;AVENIDA CONSTITUCION DE, 206;L-D: 05:00-00:00;LA MORENICA;N;P;dm;38,643528;-0,869028;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
13864;PARTIDA PRADO DE LA VILLA, 106;L-D: 06:00-22:00;JBM;D;P;dm;38,635861;-0,873944;Villena;03400;ALICANTE;COMUNIDAD VALENCIANA
10241;CARRETERA CARRETERA NACIONAL 324 KM. 268,1;L: 06:00-10:00;CEPSA;I;P;dm;37,144750;-2,772778;Abla;04510;ALMERÍA;ANDALUCÍA
11926;CARRETERA LA ALQUERIA Nº125 SALIDA AUTOVIA 389 KM. 389;L-D: 24H;REPSOL;D;P;dm;36,756139;-3,001889;Adra;04770;ALMERÍA;ANDALUCÍA
5797;CARRETERA N-340 KM. 389,6;L: 06:00-22:00;REPSOL;D;P;OM;36,748056;-3,003944;Adra;04770;ALMERÍA;ANDALUCÍA
12113;AUTOVIA A-7 KM. 391;L-D: 24H;CEPSA;N;P;dm;36,765444;-2,985778;Adra;04770;ALMERÍA;ANDALUCÍA
10932;C.N. 340 km 393.9;L-D: 06:00-22:00;REPSOL;I;P;dm;36,760111;-2,965167;Adra;04779;ALMERÍA;ANDALUCÍA
11826;AVENIDA LEGION ESPAÑOLA, 2;L-D: 24H;CAMPOADRA;D;P;dm;36,758889;-2,983333;Adra;04779;ALMERÍA;ANDALUCÍA
12462;CALLE BARCELONA, 2;L-D: 24H;E.S CAMPOEJIDO ADRA;N;P;dm;36,761639;-2,983028;Adra;04779;ALMERÍA;ANDALUCÍA
6854;CARRETERA ESTACION KM. 0;L-S: 07:45-21:15;REPSOL;D;P;dm;37,386028;-2,148028;Albox;04800;ALMERÍA;ANDALUCÍA
10382;POLIGONO INDUSTRIAL ALBOX, APARTADO 148, S/N;L-D: 06:30-22:00;E.S.TERDIGUERA;D;P;dm;37,384472;-2,176278;Albox;04800;ALMERÍA;ANDALUCÍA
6937;CR HUERCAL-OVERA-VILLAC. KM  70,1;L-D: 24H;BP SAN JOSE;N;P;dm;37,379556;-2,135500;Albox;04800;ALMERÍA;ANDALUCÍA
14442;CARRETERA LORCA- BAZA, PARAJE LOS CHORLITOS, PARC. 426, POL. 41 KM. 426;L-D: 06:00-22:00;RASPA-OIL (SERV. ATENDIDO);D;P;dm;37,378139;-2,133194;Albox;04800;ALMERÍA;ANDALUCÍA
11829;CARRETERA A-334 KM. 72,300;L-D: 24H;CARBURANTES ALMANZORA SL;D;P;dm;37,369472;-2,121083;Albox;04800;ALMERÍA;ANDALUCÍA
7990;PARAJE LOS MOLINAS - SALIENTE ALTO, 21,700;L-D: 07:00-23:00;SUMINISTROS PETROLIFEROS NTRA. SRA. DEL SALIENTE S.L.;N;P;dm;37,493667;-2,150333;Albox;04800;ALMERÍA;ANDALUCÍA
8944;CARRETERA A-348 KM. 138,830;L: 06:00-22:00;REPSOL;D;P;dm;36,949944;-2,555722;Alhama de Almería;04400;ALMERÍA;ANDALUCÍA
5641;CARRETERA N-340A KM. 438,5;L-D: 07:00-23:00;CEPSA;I;P;dm;36,829444;-2,492667;Almería;04002;ALMERÍA;ANDALUCÍA
14598;CARRETERA NIJAR LOS MOLINOS KM. 396;L-D: 24H;PLENOIL ;D;P;dm;36,843278;-2,435528;Almería;04001;ALMERÍA;ANDALUCÍA
14916;CALLE ROSITA, 25;L-D: 07:00-21:30;SECTOROIL;D;P;dm;36,867972;-2,441389;Almería;04001;ALMERÍA;ANDALUCÍA
14876;CALLE OLULA DEL RIO, 1;L-D: 24H;PLENOIL;D;P;dm;36,836222;-2,448361;Almería;04008;ALMERÍA;ANDALUCÍA
14879;AVENIDA MEDITERRANEO, 184;L-D: 24H;PLENOIL;D;P;dm;36,837778;-2,447139;Almería;04008;ALMERÍA;ANDALUCÍA
6964;AVENIDA FEDERICO GARCIA LORCA, S/N;L-D: 24H;REPSOL;D;P;OM;36,852083;-2,467333;Almería;04008;ALMERÍA;ANDALUCÍA
12615;CARRETERA AL-12 KM. 3.6;L-D: 24H;CEPSA;D;P;OM;36,843083;-2,422972;Almería;04120;ALMERÍA;ANDALUCÍA
6524;CARRETERA CARRETERA ALMERIA KM. 201;L-D: 06:00-22:00;BP LOS PARTIDORES;N;P;dm;36,840833;-2,419722;Almería;04120;ALMERÍA;ANDALUCÍA
15129;CARRETERA AL-3117 - AL-3110 KM. 0+925;L-D: 24H;PETROPRIX;N;P;dm;36,854333;-2,420194;Almería;04120;ALMERÍA;ANDALUCÍA
5806;CARRETERA ALP 201 KM. 1,60;L-D: 06:00-22:00;REPSOL;I;P;dm;36,853639;-2,420722;Almería;04009;ALMERÍA;ANDALUCÍA
5620;CARRETERA N-340A KM. 444;L-D: 06:00-23:30;CEPSA;D;P;dm;36,857778;-2,447278;Almería;04009;ALMERÍA;ANDALUCÍA
10168;CALLE CARRETERA DE NIJAR, S/N;L: 06:00-00:00;CEPSA;I;P;OM;36,845861;-2,450111;Almería;04009;ALMERÍA;ANDALUCÍA
10829;CALLE CUESTA DE LOS CALLEJONES, 0;L-D: 24H; BP RAMBLA INIESTA;N;P;OM;36,865528;-2,448639;Almería;04009;ALMERÍA;ANDALUCÍA
13023;CALLE COBRE, 26;L-D: 07:00-21:30;SECTOROIL;I;P;dm;36,853250;-2,431333;Almería;04009;ALMERÍA;ANDALUCÍA
9131;AVENIDA DEL MEDITERRANEO, S/N;L-D: 00:00-23:59;ALCAMPO;N;P;dm;36,852444;-2,446806;Almería;04006;ALMERÍA;ANDALUCÍA
12812;CALLE JORGE GUILLEN, S/N;L-D: 24H;CARREFOUR;N;P;dm;36,842167;-2,442972;Almería;04006;ALMERÍA;ANDALUCÍA
10433;CALLE MONSERRAT, 0;L-D: 24H;BP MONTSERRAT  ALMERIA;N;P;OM;36,840028;-2,445611;Almería;04006;ALMERÍA;ANDALUCÍA
6826;CL PADRE MENDEZ, S.N.;L-D: 06:00-22:00;REPSOL;D;P;OM;36,839444;-2,446722;Almería;04006;ALMERÍA;ANDALUCÍA
11493;AVENIDA MEDITERRANEO, S/N;L-D: 06:00-22:00;REPSOL;D;P;OM;36,827333;-2,445028;Almería;04007;ALMERÍA;ANDALUCÍA
5619;AVENIDA CABO DE GATA, 4;L-D: 06:00-23:00;CEPSA;I;P;OM;36,833500;-2,462528;Almería;04007;ALMERÍA;ANDALUCÍA
6920;CALLE CARRETERA SIERRA ALHAMILLA, 304;"L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-21:00";BP SIERRA ALHAMILLA;D;P;dm;36,841167;-2,439472;Almería;04007;ALMERÍA;ANDALUCÍA
14241;AVENIDA SIERRA ALHAMILLA, 310;L-D: 24H;LA TORRE;N;P;dm;36,841972;-2,439056;Almería;04007;ALMERÍA;ANDALUCÍA
5746;AVENIDA CABO DE GATA, 280;L-D: 06:30-22:30;REPSOL;D;P;dm;36,816083;-2,432944;Almería;04007;ALMERÍA;ANDALUCÍA
5618;CARRETERA NIJAR (ALQUIAN) KM. 6,9;L-D: 06:00-23:00;CEPSA;I;P;OM;36,845000;-2,390944;Almería;04120;ALMERÍA;ANDALUCÍA
12687;AUTOVIA A7 KM. 460,000;L-D: 24H;REPSOL;D;P;dm;36,875028;-2,336444;Almería;04130;ALMERÍA;ANDALUCÍA
13518;CARRETERA NIJAR-LA CAÑADA KM. 7,500;L-D: 07:00-23:00;E.S. ALVAMAR;I;P;dm;36,850889;-2,371972;Almería;04130;ALMERÍA;ANDALUCÍA
14026;CARRETERA SAN JOSÉ KM. 0,000;L-D: 24H;BP;I;P;dm;36,813056;-2,234194;Almería;04150;ALMERÍA;ANDALUCÍA
9665;CARRETERA E-15/N-340 KM. 471;L-D: 24H;JCARRION;D;P;dm;36,868389;-2,230000;Almería;04130;ALMERÍA;ANDALUCÍA
11553;CARRETERA NIJAR A RETAMAR (DISEMINADO) (DE) KM. 14;L-D: 06:00-22:00;GALP;D;P;OM;36,852639;-2,360750;Almería;04131;ALMERÍA;ANDALUCÍA
6438;AUTOVIA MURCIA-ALMERIA SALIDA 537 KM. 537;L-D: 06:00-22:00;BP;D;P;dm;37,285833;-1,934556;Antas;04628;ALMERÍA;ANDALUCÍA
9462;POLIGONO P.I. EL REAL, S/N;L-D: 06:00-22:00;CEPSA;N;P;dm;37,260306;-1,900306;Antas;04628;ALMERÍA;ANDALUCÍA
8869;CARRETERA NACIONAL 340 KM. 436;"L-S: 06:30-22:30; D: 07:00-22:30";HNOS.MARTINEZ;I;P;dm;37,266222;-1,913639;Antas;04628;ALMERÍA;ANDALUCÍA
12261;AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 529;L-D: 24H;SHELL;D;P;dm;37,213750;-1,898028;Antas;04628;ALMERÍA;ANDALUCÍA
14066;POLIGONO SERVICIO LOS LLANOS (LL), 34;L-D: 24H;MORA OIL ;D;P;dm;37,354000;-2,094778;Arboleas;04660;ALMERÍA;ANDALUCÍA
13896;POLIGONO LOS LLANOS, 17;L-D: 24H;E.S.ARBOLEAS;D;P;dm;37,353056;-2,096806;Arboleas;04660;ALMERÍA;ANDALUCÍA
6855;CARRETERA A. 92A KM. 391;L-D: 24H;REPSOL;D;P;OM;36,925083;-2,461611;Benahadux;04410;ALMERÍA;ANDALUCÍA
6856;CARRERA A-92 KM.391, 40;L-D: 24H;REPSOL;I;P;OM;36,924639;-2,461556;Benahadux;04410;ALMERÍA;ANDALUCÍA
6954;AVENIDA JOSE BARRIONUEVO PEÑA, S/N;"L-S: 06:00-21:00; D: 07:00-15:00";REPSOL;D;P;OM;36,841667;-2,945833;Berja;04760;ALMERÍA;ANDALUCÍA
11701;CAMINO OLIVO GORDO, S/N;L: 06:00-22:00;BP;D;P;dm;36,831889;-2,959944;Berja;04760;ALMERÍA;ANDALUCÍA
5764;CARRETERA A-358 KM. 3;L-D: 06:00-22:00;TRUCKSTOP;D;P;dm;36,834389;-2,930361;Berja;04760;ALMERÍA;ANDALUCÍA
13161;CALLE LOS IBEROS, 13;L-D: 24H;EESS VEFRUBER ENERGY;N;P;dm;36,833250;-2,927500;Berja;04760;ALMERÍA;ANDALUCÍA
11719;CARRETERA N-340A KM. 400;L-S: 08:00-22:00;CABASC, S.C.A.;N;R;dm;36,751028;-2,904556;Berja;04713;ALMERÍA;ANDALUCÍA
11825;CARRETERA A-348 KM. 105,500;L-D: 06:00-22:00;E.S. ESCUDERO;D;P;dm;37,001583;-2,713944;Canjáyar;04450;ALMERÍA;ANDALUCÍA
13828;DISEMINADO EL LLANO, 1;"L-V: 09:00-22:00; S: 09:00-14:00";CARBURANTES DE CANTORIA;D;P;dm;37,358833;-2,202250;Cantoria;04850;ALMERÍA;ANDALUCÍA
12138;POLIGONO INDUSTRIAL S/N, 1;L-D: 24H;INDAPAK LOGISTICS;D;P;dm;37,374167;-2,205750;Cantoria;04850;ALMERÍA;ANDALUCÍA
6852;PLAZA POLIGONO INDUSTRIAL, 16;L: 06:00-22:00;BP OIL ESPAÑA ;D;P;dm;36,987694;-1,909861;Carboneras;04140;ALMERÍA;ANDALUCÍA
11569;AUTOVIA A-92 KM. 385;L: 07:00-23:00;GALP;D;P;dm;37,595778;-2,281028;Chirivel;04825;ALMERÍA;ANDALUCÍA
5638;AVENIDA DE ATRALES, 34;L-D: 07:00-22:00;CEPSA;I;P;dm;37,292556;-1,878833;Cuevas del Almanzora;04610;ALMERÍA;ANDALUCÍA
14554;AVENIDA A-332 CARLOS HERRERA, 10;L-D: 24H;PLENOIL;D;P;dm;37,289139;-1,878694;Cuevas del Almanzora;04610;ALMERÍA;ANDALUCÍA
5644;CR ALP-118, 58,4;L-D: 06:00-22:00;REPSOL;I;P;OM;37,234389;-1,798250;Cuevas del Almanzora;04618;ALMERÍA;ANDALUCÍA
6692;BARRIADA LOS LOBOS, 1;"L-S: 07:00-22:00; D: 08:00-22:00";REPSOL;I;P;dm;37,307444;-1,770222;Cuevas del Almanzora;04619;ALMERÍA;ANDALUCÍA
12273;AVENIDA ANDALUCIA, ;"L-S: 06:30-23:00; D: 07:00-23:00";A.S. EL ARTINERO;D;P;dm;37,347278;-1,778194;Cuevas del Almanzora;04647;ALMERÍA;ANDALUCÍA
9740;CTRA. EL EJIDO-BERJA km 10,200;L-D: 24H;TRUCK STOP DALIAS;D;P;dm;36,811250;-2,863444;Dalías;04750;ALMERÍA;ANDALUCÍA
10926;AVENIDA DE LAS ALPUJARRAS, S/N;L-D: 06:00-00:00;E.S. CAMPEJIDO DALIAS;I;P;dm;36,814722;-2,868306;Dalías;04750;ALMERÍA;ANDALUCÍA
11807;CALLE ARQUIMEDES, S/N;L-S: 08:00-22:00;CIUDAD EJIDO,S.C.A.;D;P;dm;36,758028;-2,801167;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5561;AVENIDA MALAGA, S/N;L-D: 06:00-22:00;GASOLINERA EL EJIDO;N;P;OM;36,771111;-2,826139;Ejido (El);04700;ALMERÍA;ANDALUCÍA
14955;CALLE SIERRA DE ATALAYA, 2;L-D: 24H;PLENOIL;D;P;dm;36,776889;-2,794083;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5765;CALLE BULEVAR, 74;L-D: 24H;REPSOL LA COSTA;D;P;dm;36,771278;-2,826111;Ejido (El);04700;ALMERÍA;ANDALUCÍA
6872;CARRETERA ALMERIMAR KM. S/N;L-D: 24H;CEPSA ALMERIMAR;N;P;dm;36,754056;-2,806056;Ejido (El);04700;ALMERÍA;ANDALUCÍA
14743;DISEMINADO LOS MAJALES, 39;L-D: 06:00-22:00;ESTACION DE SERVICIO VICASOL S.L.;D;P;dm;36,737778;-2,816667;Ejido (El);04700;ALMERÍA;ANDALUCÍA
8919;PARAJE DERRAMADERO DE CABRILES;L-D: 24H;EJIDO OESTE;N;P;dm;36,768306;-2,828556;Ejido (El);04700;ALMERÍA;ANDALUCÍA
8918;CRA DE LA MOJONERA NORIAS 155;L-D: 06:00-22:00;ES NORIAS;N;P;dm;36,757417;-2,748222;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5605;CARRERA ALMERIMAR, 5;L-D: 06:30-22:30;BAHIA DE ALMERIMAR ;N;P;dm;36,720917;-2,799917;Ejido (El);04700;ALMERÍA;ANDALUCÍA
8985;CALLE CAMINO DE ROQUETAS, 6;L-D: 24H;E.S. COOP SANTA MARIA-EL EJIDO;D;P;dm;36,778167;-2,772639;Ejido (El);04700;ALMERÍA;ANDALUCÍA
13415;CALLE CAMINO DE ADRA S/N ESQUINA CALLE LA PARRA, 0;L-D: 24H;BP EL EJIDO-COOP SANTA MARIA;N;P;dm;36,769278;-2,827583;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5623;CARRETERA DE ALMERIMAR KM. 3;L-D: 24H;E.S. CAMPOEJIDO CTRA ALMERIMAR;D;P;dm;36,727361;-2,802194;Ejido (El);04700;ALMERÍA;ANDALUCÍA
10910;CALLE CUATRO VIENTOS 228, S/N;L-D: 24H;E.S CAMPOEJIDO LAS PEÑAS;I;P;dm;36,768917;-2,831861;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5622;CARRETERA CARRETERA DE BERJA KM. 16;L-D: 06:00-22:00;AGLA;I;P;dm;36,780778;-2,831333;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5621;CARRETERA CARRETERA DE BERJA KM. 16;L-D: 06:00-22:00;AGLA;D;P;dm;36,784250;-2,834417;Ejido (El);04700;ALMERÍA;ANDALUCÍA
